iter	RMSE
246	0.0003095897741
247	0.0003087491088
248	0.0003084951088
249	0.0003082374006
250	0.0003075211017
251	0.000307001422
252	0.0003065661101
253	0.0003062366739
254	0.0003058205077
255	0.0003049913456
256	0.0003046148446
257	0.0003040395674
258	0.0003037080867
259	0.0003030058236
260	0.0003026429621
261	0.0003024209107
262	0.0003017458598
263	0.0003013046563
264	0.0003005931814
265	0.0002999014615
266	0.0002991552172
267	0.0002986900344
268	0.0002983538193
269	0.0002979743345
270	0.0002973456949
271	0.0002971717017
272	0.0002968277675
273	0.0002962581429
274	0.0002960916689
275	0.0002955381187
276	0.0002950700336
277	0.0002946666671
278	0.0002936599085
279	0.0002930857628
280	0.0002929355185
281	0.0002925480002
282	0.0002922420504
283	0.0002919702227
284	0.0002916836225
285	0.0002911316376
286	0.0002908477754
287	0.0002903454004
288	0.0002901486752
289	0.0002896632758
290	0.0002890682575
291	0.0002888414139
292	0.0002883696358
293	0.0002875736071
294	0.0002871795025
295	0.0002867089889
296	0.0002865825432
297	0.0002861270287
298	0.0002859141708
299	0.0002853778886
300	0.0002846102798
301	0.0002844881271
302	0.0002840289067
303	0.0002833986031
304	0.0002830702149
305	0.0002828001866
306	0.0002823828421
307	0.0002822030843
308	0.00028178351
309	0.0002814286553
310	0.0002811160005
311	0.0002807617492
312	0.0002805621754
313	0.0002801473343
314	0.0002798574207
315	0.0002795959145
316	0.0002793167826
317	0.0002789251972
318	0.000278695435
319	0.0002782106932
320	0.0002777458547
321	0.00027732318
322	0.0002769196663
323	0.0002765642831
324	0.0002760160722
325	0.0002753459543
326	0.0002750196977
327	0.0002746541487
328	0.000274301327
329	0.0002738242006
330	0.000273383987
331	0.000273037214
332	0.0002726751189
333	0.0002719455891
334	0.0002715963743
335	0.0002713393379
336	0.0002708336674
337	0.000270190451
338	0.0002699486885
339	0.000269550467
340	0.0002694030753
341	0.0002691484545
342	0.0002687803108
343	0.0002686689433
344	0.0002684136037
345	0.0002678527755
346	0.0002675721776
347	0.000267355321
348	0.000267141826
349	0.0002668897231
350	0.000266570739
351	0.0002663525864
352	0.0002661353711
353	0.0002659412542
354	0.0002656297273
355	0.0002654538883
356	0.0002649313064
357	0.0002648402442
358	0.0002646857597
359	0.0002643892067
360	0.0002640455892
361	0.0002637278126
362	0.0002635125929
363	0.0002633197063
364	0.0002629925397
365	0.000262727013
366	0.0002623757997
367	0.0002619765581
368	0.0002618885247
369	0.0002615553472
370	0.0002612099715
371	0.0002608581878
372	0.0002605648958
373	0.0002603703254
374	0.0002599994061
375	0.0002597279566
376	0.0002594468438
377	0.0002591570481
378	0.0002588895202
379	0.0002585534363
380	0.000258379504
381	0.0002581192815
382	0.0002578424983
383	0.0002575627933
384	0.0002572190804
385	0.0002569524274
386	0.0002566707448
387	0.0002565076411
388	0.0002561224736
389	0.0002558702317
390	0.0002555156181
391	0.0002553528709
392	0.0002552575964
393	0.0002549759856
394	0.0002546852197
395	0.0002544427268
396	0.0002541864134
397	0.0002538895536
398	0.0002533728123
399	0.0002532529334
400	0.000252973137
401	0.0002527275049
402	0.0002524753517
403	0.0002522106385
404	0.0002521250107
405	0.0002519133355
406	0.0002517394108
407	0.0002515650945
408	0.0002515013975
409	0.0002512801222
410	0.0002509737953
411	0.0002506665101
412	0.0002504418714
413	0.0002501939357
414	0.0002499652968
415	0.0002495613437
416	0.0002492874071
417	0.0002490492693
418	0.0002488613762
419	0.0002486431874
420	0.000248513284
421	0.0002483042977
422	0.0002480842207
423	0.0002478933972
424	0.0002477955462
425	0.0002475849101
426	0.0002474223315
427	0.0002473645597
428	0.0002469381866
429	0.0002466948845
430	0.0002464955388
431	0.0002463665763
432	0.0002460755319
433	0.0002459324506
434	0.0002457112787
435	0.0002455713205
436	0.0002453367764
437	0.0002450359523
438	0.0002447149845
439	0.0002445077362
440	0.0002443132235
441	0.0002440971437
442	0.0002438731594
443	0.0002436558073
444	0.0002434548067
445	0.0002431225598
446	0.0002429053137
447	0.0002426815411
448	0.0002424985495
449	0.0002422089571
450	0.0002419994208
451	0.0002417454585
452	0.0002414064326
453	0.0002411718262
454	0.000240995076
455	0.0002408563521
456	0.0002406670644
457	0.0002406041179
458	0.0002403708198
459	0.000240144132
460	0.0002398632879
461	0.0002396121702
462	0.0002395630652
463	0.0002393631547
464	0.0002391983647
465	0.0002390481432
466	0.0002387286587
467	0.0002385568109
468	0.0002383766481
469	0.0002381600926
470	0.0002380084903
471	0.0002378324923
472	0.0002377146682
473	0.0002375571697
474	0.0002373424387
475	0.0002372039901
476	0.0002371041726
477	0.0002368656237
478	0.0002366601075
479	0.0002366066082
480	0.0002363966256
481	0.0002362865886
482	0.0002360791375
483	0.0002360210021
484	0.0002359454709
485	0.0002357336619
486	0.0002355971763
487	0.0002353347439
488	0.000235114934
489	0.000234920804
490	0.0002348244056
491	0.0002346206261
492	0.0002344864287
493	0.0002342899157
494	0.0002341901632
495	0.0002339963993
496	0.0002338582401
497	0.0002336715784
498	0.0002334972425
499	0.0002333086759
500	0.000233030001
501	0.0002328604802
502	0.0002327641705
503	0.0002325765127
504	0.0002325361635
505	0.0002323836925
506	0.0002321300428
507	0.0002320894084
508	0.0002318556107
509	0.0002317331934
510	0.0002315404962
511	0.0002313468544
512	0.0002311549335
513	0.0002309436542
514	0.0002307683112
515	0.0002305430083
516	0.0002304049504
517	0.0002302527524
518	0.0002300277851
519	0.0002298552663
520	0.0002296912499
521	0.0002296444039
522	0.0002295278269
523	0.0002293643863
524	0.0002292366613
525	0.0002290532925
526	0.0002289106301
527	0.0002287427264
528	0.0002286570769
529	0.0002285215891
530	0.0002283758169
531	0.0002281264742
532	0.0002279180857
533	0.0002278033451
534	0.0002277014438
535	0.000227566992
536	0.0002274142013
537	0.0002272801963
538	0.0002271328333
539	0.0002269403184
540	0.0002268050751
541	0.0002266296639
542	0.0002265279856
543	0.0002263128412
544	0.0002261779035
545	0.0002260285227
546	0.0002259339817
547	0.0002257456006
548	0.0002255962298
549	0.0002255581613
550	0.0002254498882
551	0.0002252819126
552	0.0002252453868
553	0.0002251440745
554	0.0002250312003
555	0.0002248558185
556	0.000224746158
557	0.0002244696672
558	0.0002243168765
559	0.000224206864
560	0.0002241136774
561	0.0002239757919
562	0.0002238019825
563	0.0002235479191
564	0.0002234055912
565	0.0002232446954
566	0.0002231171928
567	0.0002230658929
568	0.0002229870694
569	0.0002228887897
570	0.0002227389214
571	0.0002227044814
572	0.0002225490104
573	0.0002224087052
574	0.0002222967766
575	0.0002221628131
576	0.0002220868914
577	0.0002219495865
578	0.0002218245741
579	0.0002216224483
580	0.0002215562592
581	0.0002215198057
582	0.0002213958081
583	0.0002212575899
584	0.0002210757666
585	0.0002209442066
586	0.0002208297058
587	0.0002207841169
588	0.0002206389277
589	0.0002205573519
590	0.0002204424682
591	0.0002203276745
592	0.0002202468976
593	0.0002201441555
594	0.0002200619787
595	0.0002199182459
596	0.0002198372543
597	0.0002196984024
598	0.0002195334827
599	0.0002194400574
600	0.000219257353
601	0.0002191889817
602	0.0002190846149
603	0.0002189357424
604	0.0002187715
605	0.0002186554978
606	0.0002185826024
607	0.000218442925
608	0.0002183221119
609	0.000218212267
610	0.0002181558909
611	0.0002180313472
612	0.0002180054756
613	0.0002179159599
614	0.0002177709665
615	0.0002176454618
616	0.0002174914366
617	0.0002174371544
618	0.0002173534681
619	0.0002171632416
620	0.0002171400244
621	0.000217097248
622	0.0002170600339
623	0.0002169746357
624	0.0002168774385
625	0.0002167887718
626	0.0002166486104
627	0.000216490381
628	0.00021642582
629	0.0002163114371
630	0.0002162489997
631	0.0002161654082
632	0.000216090311
633	0.0002159562427
634	0.0002158927179
635	0.0002158089604
636	0.0002157534296
637	0.0002156031063
638	0.0002154539729
639	0.0002154201282
640	0.0002153246593
641	0.0002152037706
642	0.0002151268295
643	0.0002150244744
644	0.0002150043696
645	0.0002149003251
646	0.000214825102
647	0.0002147232777
648	0.0002146744679
649	0.0002145372742
650	0.0002144184165
651	0.0002142808982
652	0.0002141611727
653	0.0002140675048
654	0.0002139894302
655	0.0002139068076
656	0.000213829765
657	0.0002137997689
658	0.0002137066662
659	0.0002135802653
660	0.0002134903916
661	0.0002133330009
662	0.0002132193532
663	0.0002131343027
664	0.0002129898663
665	0.0002128326598
666	0.0002127646881
667	0.0002126318589
668	0.0002124907588
669	0.0002124640701
670	0.0002123457303
671	0.0002123172135
672	0.0002122390846
673	0.0002121252533
674	0.0002120442807
675	0.0002119680781
676	0.0002118904483
677	0.0002118241697
678	0.0002117496826
679	0.0002116444307
680	0.0002115585044
681	0.0002114619478
682	0.0002113356686
683	0.0002112183737
684	0.0002111134184
685	0.0002110016413
686	0.0002109140725
687	0.0002108635684
688	0.0002107857852
689	0.0002106689368
690	0.0002105905319
691	0.0002105339757
692	0.0002104893136
693	0.000210383888
694	0.0002102858986
695	0.0002101954776
696	0.0002100532674
697	0.0002099835425
698	0.0002098605389
699	0.0002097507367
700	0.0002096904281
701	0.0002096006924
702	0.0002094963485
703	0.0002093876599
704	0.000209286107
705	0.0002092050861
706	0.0002091210224
707	0.000209071217
708	0.0002090319285
709	0.000209013489
710	0.0002089928289
711	0.0002088770739
712	0.0002088065366
713	0.0002087179757
714	0.0002086353253
715	0.0002086064314
716	0.0002085350405
717	0.0002084686241
718	0.0002083632365
719	0.0002083094333
720	0.0002081834743
721	0.0002080772006
722	0.0002080103328
723	0.0002079621582
724	0.0002078947434
725	0.0002078516611
726	0.0002077611952
727	0.0002076899408
728	0.0002075988373
729	0.0002075372176
730	0.0002074724541
731	0.0002073972244
732	0.000207360674
733	0.0002072744579
734	0.0002072028344
735	0.00020715897
736	0.000207045959
737	0.0002070156858
738	0.0002070025069
739	0.0002069277667
740	0.0002068319429
741	0.0002067506815
742	0.0002066756744
743	0.0002066036589
744	0.0002065206367
745	0.0002064668983
746	0.0002064032152
747	0.0002063660074
748	0.000206345739
749	0.0002062460316
750	0.0002062047031
751	0.0002060908818
752	0.0002060713084
753	0.0002060081498
754	0.0002059308097
755	0.0002058699301
756	0.0002058187732
757	0.0002057452543
758	0.0002056935736
759	0.000205598329
760	0.0002055764763
761	0.0002055141464
762	0.0002054993224
763	0.000205421178
764	0.0002053791533
765	0.0002053016629
766	0.0002052331084
767	0.000205146755
768	0.0002050774137
769	0.0002050294614
770	0.0002049951812
771	0.0002049178267
772	0.0002049042106
773	0.0002048506588
774	0.0002047641088
775	0.0002046743228
776	0.0002046429672
777	0.0002045906416
778	0.0002045240747
779	0.0002044713245
780	0.0002044236176
781	0.0002043307155
782	0.0002043194719
783	0.000204291429
784	0.0002042609276
785	0.0002042047423
786	0.0002041199067
787	0.0002040559395
788	0.0002040139887
789	0.0002039360413
790	0.0002038247529
791	0.0002038127538
792	0.0002037301631
793	0.0002036831721
794	0.0002036180005
795	0.0002035538227
796	0.0002034542484
797	0.0002033889794
798	0.0002033240262
799	0.0002032442396
800	0.0002031834748
801	0.0002031182465
802	0.000203047186
803	0.0002029674535
804	0.0002029030746
805	0.0002028289117
806	0.0002027905215
807	0.0002027453346
808	0.0002026859299
809	0.0002026601005
810	0.0002026508458
811	0.0002025931591
812	0.0002025473695
813	0.0002025006168
814	0.0002024464256
815	0.0002024061356
816	0.0002023487558
817	0.0002022909621
818	0.0002022766471
819	0.0002022513743
820	0.0002022173317
821	0.0002022064997
822	0.0002021696895
823	0.0002021178572
824	0.000202079399
825	0.0002020322776
826	0.0002020057187
827	0.0002019470527
828	0.0002019321166
829	0.0002018701532
830	0.0002018245983
831	0.0002017443197
832	0.000201702885
833	0.0002016640248
834	0.0002016121381
835	0.0002015648476
836	0.0002015132173
837	0.0002014428141
838	0.000201378516
839	0.0002013559096
840	0.0002013059382
841	0.0002012683959
842	0.0002012258084
843	0.0002011396631
844	0.0002010952464
845	0.0002010423973
846	0.0002009899186
847	0.0002009051294
848	0.0002008584539
849	0.0002007939208
850	0.0002007497679
851	0.0002006910592
852	0.0002006637675
853	0.0002006430762
854	0.0002006343542
855	0.0002005853705
856	0.0002005206371
857	0.0002004769984
858	0.0002004028456
859	0.0002003350223
860	0.0002002845348
861	0.0002002258181
862	0.0002001604338
863	0.0002001364939
864	0.0002001169406
865	0.0002000654256
866	0.0002000282291
867	0.0001999957125
868	0.0001999555703
869	0.0001999341479
870	0.0001998837395
871	0.0001998393931
872	0.0001997992702
873	0.0001997657362
874	0.0001997315154
875	0.0001996824892
876	0.0001996297495
877	0.000199561849
878	0.0001995276347
879	0.0001994917451
880	0.0001994525116
881	0.0001994356362
882	0.0001994190465
883	0.0001993844155
884	0.0001993267253
885	0.0001993125174
886	0.0001992651825
887	0.0001992314257
888	0.0001991517945
889	0.0001990912522
890	0.0001990838609
891	0.0001990459534
892	0.0001990052894
893	0.0001989646006
894	0.0001989147792
895	0.0001988890787
896	0.000198841854
897	0.0001988291369
898	0.0001988112979
899	0.0001987605284
900	0.0001987514746
901	0.0001987198853
902	0.0001986843022
903	0.0001986780052
904	0.0001986663192
905	0.0001986338223
906	0.0001985792115
907	0.0001985347952
908	0.0001985273751
909	0.0001984838614
910	0.0001984386362
911	0.0001984049438
912	0.0001983416518
913	0.0001982956749
914	0.0001982519868
915	0.0001982381583
916	0.0001982053519
917	0.0001981486576
918	0.0001981165829
919	0.0001980448889
920	0.0001980371859
921	0.0001979932033
922	0.0001979850322
923	0.0001979289973
924	0.0001978953617
925	0.0001978511192
926	0.0001978177725
927	0.0001977884139
928	0.0001977641049
929	0.000197736875
930	0.0001977031999
931	0.0001976871025
932	0.0001976535579
933	0.0001976297331
934	0.0001975770244
935	0.0001975510955
936	0.0001974899006
937	0.00019743375
938	0.0001974078566
939	0.0001973584007
940	0.0001973327399
941	0.0001973015891
942	0.0001972783433
943	0.0001972189456
944	0.0001971880336
945	0.0001971823059
946	0.0001971615712
947	0.0001971210186
948	0.0001970737888
949	0.0001970341775
950	0.0001969953522
951	0.0001969838871
952	0.0001969557942
953	0.000196908437
954	0.000196868785
955	0.0001968331599
956	0.0001968148605
957	0.0001967618014
958	0.0001967246236
959	0.0001966857001
960	0.0001966745259
961	0.0001966416171
962	0.0001965961712
963	0.0001965583121
964	0.0001965130849
965	0.0001964747437
966	0.0001964253313
967	0.0001963848951
968	0.000196347108
969	0.0001963175312
970	0.0001963049093
971	0.0001962643341
972	0.0001962350188
973	0.0001962082517
974	0.0001961684121
975	0.000196126174
976	0.0001960827002
977	0.0001960516751
978	0.0001960371574
979	0.0001959964469
980	0.0001959574262
981	0.0001959353017
982	0.0001958932257
983	0.0001958630585
984	0.0001958280854
985	0.0001958054278
986	0.0001957707358
987	0.0001957426101
988	0.0001957078515
989	0.0001956861102
990	0.0001956547937
991	0.0001956432507
992	0.0001956101444
993	0.0001955824374
994	0.0001955631011
995	0.000195529601
996	0.0001954927189
997	0.0001954772736
998	0.0001954422634
999	0.0001954284512
